id,age,political_orientation,political_interest,np_subscription,news consumption,experiment_group,trust_t1,trust_t2,trust_t1_item1,trust_t1_item2,trust_t1_item3,trust_t1_item4,trust_t1_item5,trust_t2_item1,trust_t2_item2,trust_t2_item3,trust_t2_item4,trust_t2_item5
519,40,left,4.541394057255366,yes,13,positive,2.25,3.3105553799178415,2,1,8,2,2,3,2,8,3,3
520,31,center,3.055562120623503,yes,15,control,3.75,5.020263352278642,4,1,6,3,3,4,1,6,4,4
521,27,left,2.85083926725488,no,9,control,4.5,5.9015286059228185,5,3,6,3,5,4,1,6,5,5
522,50,right,2.0283676280599057,yes,15,control,5.25,6.638661502017986,5,2,4,4,5,5,4,6,5,6
523,32,center,4.36863502644451,no,10,control,5.25,6.5193002587282,5,5,5,4,6,6,1,5,3,6
524,62,center,4.832145743141936,no,9,control,4,4.933639683188638,4,2,7,3,5,5,4,7,3,5
525,63,right,4.272513563674427,yes,17,negative,3.5,2.643268576700411,3,5,7,3,4,2,1,9,2,3
526,65,right,4.009990300001168,yes,19,control,5.25,6.936383080808973,5,4,6,5,6,6,3,6,6,7
527,33,center,3.694993196548311,yes,13,positive,3.25,5.68335774184154,3,3,8,3,4,5,6,6,5,5
528,62,left,3.9411219328728766,yes,19,negative,6.5,8.74877699744847,7,4,5,6,7,7,5,4,6,8
529,23,left,5.544416672442127,no,12,negative,4.75,2.717786011797898,5,4,6,4,5,2,1,8,2,2
530,50,right,3.4199529788127823,yes,19,negative,2.5,4.36003920417128,2,2,9,3,3,3,2,8,3,4
531,45,right,3.2874724438511165,yes,17,control,3.5,4.265381235529089,4,2,8,3,4,3,5,7,4,4
532,23,center,1.5583094512922642,no,13,positive,4.5,6.393519819852084,4,3,6,4,5,6,2,5,5,6
533,41,center,5.241945379735712,yes,15,control,6.5,7.082539985854881,6,3,4,6,7,6,3,5,4,7
534,38,left,3.0520119833286743,yes,17,control,5.25,6.209873879974997,5,6,6,5,6,5,3,6,5,5
535,55,center,5.7270535250444325,yes,17,negative,4.75,6.575521598674514,4,2,5,4,5,4,6,6,5,6
536,25,center,4.3692268539554675,yes,17,control,4.5,3.0005761426645554,5,3,7,4,5,2,1,10,2,3
537,25,center,3.8764610509512174,yes,13,positive,3.25,2.4969131755021747,3,1,8,4,3,2,1,9,1,2
538,52,center,3.4719463887396627,yes,17,positive,3.25,3.201962815242015,4,1,8,3,3,3,1,8,2,3
539,62,right,3.998109412491809,yes,18,positive,4,4.806228405083748,4,3,7,4,4,3,2,7,4,4
540,33,center,3.2569466325161804,yes,14,negative,5,6.624261968115797,5,1,6,4,6,6,3,6,5,6
541,23,right,6.094634838296624,no,16,negative,2.5,1.6782087401129464,2,1,8,2,3,1,1,9,1,1
542,43,center,3.4082338473744485,yes,19,control,4.5,2.4780413408482143,4,3,6,4,5,3,1,9,2,2
543,63,left,4.222541860507924,yes,19,negative,6.5,7.135387830115449,6,4,4,6,7,5,3,4,6,6
544,58,right,5.299811700768139,no,9,control,3.5,5.099299526547333,3,3,8,4,4,4,1,7,4,5
545,41,right,1,yes,15,positive,3.25,5.930034049589745,3,1,7,2,4,5,1,5,4,5
546,29,left,2.7564261508438626,yes,16,positive,3.75,7.315201779360008,4,3,7,3,4,6,3,4,6,6
547,63,center,3.170389561166396,yes,16,positive,3.75,4.939468290213424,4,1,6,3,3,4,1,8,4,4
548,19,center,3.3135925565987865,yes,15,control,4,3.972892049076345,4,1,7,4,4,3,3,6,4,4
549,21,center,6.692679188986743,no,10,control,4.75,8.530661536750667,4,6,5,4,5,7,5,4,6,8
550,48,center,3.298790207232614,yes,16,control,4.75,7.3784049119562,5,2,7,5,5,5,3,5,6,6
551,61,right,3.6041890256472833,no,11,negative,5,4.870092410389127,5,2,6,5,5,3,5,7,2,5
552,49,center,3.833479486388747,yes,16,control,3.5,4.165499419648258,4,4,7,3,3,4,2,7,3,4
553,61,right,2.972406462012298,no,4,control,3.25,2.357299382205279,4,2,8,2,4,2,2,10,2,2
554,40,left,5.888739976315115,no,8,control,6,5.875933581125713,5,3,4,6,6,5,5,6,5,6
555,46,center,5.0931762262082305,yes,16,negative,4.25,6.0730452193106945,4,2,7,4,5,5,4,6,4,5
556,53,right,2.9419520902718346,no,11,control,3.25,4.685540977543124,3,2,8,3,4,3,4,7,3,4
557,21,left,4.513406517280303,no,11,control,3,3.065954866611127,3,2,8,3,3,3,1,9,3,3
558,23,left,3.366669642879586,yes,15,control,3.75,4.935505810169351,4,2,8,4,4,4,2,7,4,5
559,23,center,3.217189959223746,no,12,negative,5,2.627988117721138,5,1,6,5,5,2,1,10,1,2
560,39,right,3.371272364347486,no,8,control,4.75,7.1923345188179155,5,5,7,5,5,6,1,5,6,7
561,46,right,3.4934727020056067,no,5,negative,3,3.439418304983253,4,1,8,2,3,3,4,8,2,3
562,44,right,4.010198121116792,yes,15,control,3.25,2.5730404544945884,3,1,8,3,4,3,1,9,1,3
563,49,right,2.9415732927876688,no,10,negative,3.25,3.666294459294896,2,1,7,3,4,2,3,7,3,3
564,43,center,1.816756407455744,no,12,positive,5,5.871286566299906,4,1,5,4,6,5,3,5,4,5
565,47,center,4.324375146467069,yes,15,positive,4.75,4.804417669384269,5,6,6,4,5,4,3,8,3,5
566,46,left,4.353018484870612,yes,16,control,5,6.5173820885368094,5,3,6,5,5,6,2,5,4,7
567,62,right,3.9222761803368975,yes,19,positive,6,7.323795790744549,6,2,5,6,6,5,2,5,4,6
568,23,center,3.638313143812967,yes,15,negative,3.5,4.417014906188855,3,4,7,3,4,3,3,7,3,4
569,43,left,3.7191655706142748,no,12,positive,4.25,3.411786788552833,4,3,6,4,4,2,1,7,2,3
570,24,left,4.499934195846225,no,13,control,5.75,7.2539361513723,5,3,4,5,6,6,2,5,5,6
571,40,right,3.744954641756993,yes,15,positive,3.25,3.072896275136115,4,1,8,2,4,3,1,8,2,3
572,27,center,4.197244256264789,no,7,positive,2.25,2.5137204541459193,3,1,10,2,3,2,1,9,2,3
573,50,center,4.8229950468242,yes,16,positive,5.25,6.8736325774596265,6,4,6,5,5,5,2,5,5,7
574,55,center,3.077333777085378,yes,19,negative,4.75,5.859310330202112,5,1,6,4,5,5,3,6,4,6
575,28,center,2.148326418126297,yes,15,negative,3.5,3.8330974104107862,3,2,6,2,4,4,3,9,2,3
576,40,center,3.577375210830546,no,12,positive,4,5.407822587147844,4,2,7,4,4,4,2,5,4,5
577,34,left,4.369239720403309,no,7,negative,6,5.31048618405592,6,3,5,5,7,4,4,7,4,5
578,27,left,4.191650082649327,yes,16,positive,4.25,5.603345735137549,5,5,7,4,4,5,5,7,4,5
579,37,right,4.9277987075738885,no,13,control,2,1.8397021408798242,1,1,8,1,3,1,4,10,2,2
580,42,right,4.583023224028772,no,10,positive,3,5.188950056994456,3,2,8,3,3,5,1,6,3,5
581,51,center,3.4863357418386416,no,15,positive,5,9.433706479057975,4,1,6,5,6,7,4,3,7,9
582,35,right,2.481425225515186,no,14,positive,4.75,7.069216462682631,4,3,5,4,5,6,3,5,6,6
583,18,left,4.319641949912966,no,11,positive,5.25,7.670232729040313,6,3,6,4,6,6,1,4,5,7
584,36,right,5.662156058973768,yes,15,negative,3.25,5.310484751208762,3,1,8,3,4,5,1,7,4,5
585,36,center,3.659819195635716,yes,14,control,4.25,4.747774745812194,4,3,7,4,5,3,3,8,3,4
586,51,right,2.71741879190882,yes,17,negative,4,3.530102103697744,3,1,7,4,5,3,3,9,3,3
587,48,right,4.507643618241316,yes,16,control,3,4.090010902801321,3,2,8,3,3,4,1,8,3,3
588,40,center,3.8920736443832693,yes,17,positive,4.25,5.448243255902529,4,6,7,4,5,4,3,6,4,6
589,49,left,3.4383511090729573,yes,16,positive,4.5,5.289512738357777,5,6,7,4,5,4,4,7,5,5
590,34,right,4.051418227717319,yes,15,positive,3.75,2.836264193043318,3,6,6,3,4,2,1,8,3,2
591,31,center,6.058827117640528,yes,15,positive,3.5,3.1873671386856595,4,3,8,3,4,3,1,9,2,3
592,63,right,3.285481326218632,yes,18,control,5.5,4.804216216010079,5,1,5,5,6,4,2,7,4,4
593,42,center,4.8501070142181275,yes,17,control,5,5.240247036047886,4,2,4,4,5,4,5,6,5,4
594,32,left,3.8017427027942006,no,7,control,4.75,6.127946957812295,4,1,6,5,5,5,3,5,4,6
595,34,left,5.18277460474345,no,10,positive,5,6.033116438572462,6,1,6,4,5,4,3,6,4,6
596,54,center,3.2451796473421,no,12,control,4.75,4.84026063251736,5,4,6,4,5,4,2,6,3,5
597,1967,left,2.479949012820895,no,9,positive,4.5,6.808614953598471,4,2,6,4,5,6,1,6,6,6
598,27,center,5.043454109081074,yes,16,negative,5.25,7.4390354610419624,4,1,5,5,6,6,2,5,5,7
599,51,left,4.399019400134338,yes,17,negative,4.75,7.469342695800646,5,2,6,4,5,7,1,4,6,8
600,30,left,2.666391867453579,no,9,negative,3.75,3.0900232025021106,4,1,7,3,4,3,1,8,3,3
